"text","spam"
"today iz yellow rose day love frndship misscall amp send ur frndz amp miss calls missed marry ur lover",0
"class hours sorry",0
"wat time finish ur lect today",0
"free message jamster crazy frog sound poly text mad real text mad crazy sounds just gbp week apply",1
"chance reality fantasy just min ntt po box croydon cr wb national rate",1
"fine good hear dear happy new year oh",0
"going wipro interview today",0
"tall princess",0
"doubt handle times night case",0
"haha hope hear receipt sound gd luck",0
"gonna death gonna leave note says robs fault avenge",0
"japanese proverb indian version let leave finally kerala version stop doing make strike",0
"today workin free oso gee thgt workin ur fren shop",0
"life face choices just toss coin becoz settle question coin air know heart hoping gudni",0
"want kiss feel",0
"happy saying doing",0
"adult content video shortly",1
"ok lovely sure think wot want drinkin dancin eatin cinema wot",0
"saying haven explicitly told nora know probably just gonna bother",0
"smith waste da wanna gayle",0
"mum ve sent messages got just want know actually getting enjoy rest day",0
"aight tomorrow lt gt",0
"chance reality fantasy just min ntt po box croydon cr wb national rate",1
"actually did time went bed long spoke woke night",0
"dont understand message",0
"crucify told earlier",0
"idk saying moved butting heads freedom vs responsibility tired shit deal barely keeping gets added",0
"fuck cedar key fuck come tho",0
"past said train durham coz reserved seat",0
"hey boys want hot xxx pics sent direct ur phone txt porn hrs free just day stop text stopbcm sf wc xx",1
"painting ur wall",0
"printer cool mean groovy wine groovying",0
"hi harish rent transfred ur acnt",0
"lor coming",0
"cbe really good nowadays lot shop showrooms city shaping good",0
"attending da talks",0
"probs hon doinat mo",0
"ll care",0
"didn phone callon friday assume won year",0
"battery low babe",0
"shuhui bought ron present swatch watch",0
"yeah quite bit left ll swing tomorrow",0
"babe said hours internet",0
"ll sure noon",0
"yesterday cbe",0
"went ganesh dress shop",0
"pdate double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free mobileupd optout yhl",1
"collecting ur laptop going configure da settings izzit",0
"aight latest probably closer jay tyler just trips",0
"come aftr lt decimal gt cleaning house",0
"ur cash balance currently pounds maximize ur cash send cash msg cc po box tcr",1
"letters expecting orange isn say orange",0
"tell pa pain",0
"hi darlin hope nice night wish come wait love fran ps want dirty anal sex want man gang bang",0
"ha don know did clever simple thing pears day perfect christmas",0
"helloooo wake sweet morning welcomes enjoy day joy gud mrng",0
"alrite",0
"sit wait summer days celebrate magical sight worlds dressed white oooooh let snow",0
"urgent mobile number awarded prize guaranteed land line claim valid hrs",1
"guys movies",0
"didn tell thinking plus going stop runs",0
"kindly send flat lt decimal gt today",0
"sorry unsubscribe mob offer package min term weeks pls resubmit request expiry reply themob help info",1
"lor bit bored dun home early sleep today",0
"time tell friend",0
"yes fine love safe",0
"thanks chikku gud nyt",0
"xy ur car picking",0
"thanx time ve spent geva bin mint ur baby want xxxx",0
"yo way pick tonight",0
"ve sent send",0
"fine simply sitting",0
"thts god gift birds humans hav natural gift frm god",0
"coming day class",0
"im just studyn library",0
"ok enjoy ur shows",0
"wuld baby thought mite break don wanna crazy everyboy needs lady xxxxxxxx",0
"wat dear doing sleeping ah",0
"hi test lt gt rd",0
"students solved cat question xam lt gt lt gt lt gt tell answer brilliant thing got answr",0
"yo know lt gt able buy liquor guy flaked right don hold somebody just loko night",0
"yup fren lor meeting fren",0
"yeah got lined",0
"stop wondering wow going stop tm ing tm want laughs",0
"lol yep did yesterday got fireplace just icon sitting",0
"hey ve booked pilates yoga lesson haha",0
"ok happen behave like",0
"new message",1
"supervisor lor thk students havent ask tell aft ask",0
"hello news job making wait fifth week yeah im woozles weasels exeter home",0
"currently message awaiting collection collect message just",1
"hey babe sorry didn sooner gary come fix cause thinks knows doesn far ptbo says cost lt gt bucks don know cheaper don second hand machines right let know want babe",0
"make fucks sake",0
"leave ignorant",0
"nope ll going sch fri quite early lor cos mys sis got paper da morn",0
"bruce downs amp fletcher",0
"said woke",0
"hey free",0
"tell whos pls",0
"urgent mobile awarded bonus caller prize final attempt contact",1
"think miss teaching til lecture damn working thing",0
"id check like bowls worth left",0
"yes sweets",0
"cozy exhausted night went school work closed",0
"buzzzz grins did buzz ass buzz chest buzz cock phone vibrator did feel shake",0
"sir send group mail check",0
"doing da intro covers energy trends pros cons brief description nuclear fusion oso brief history iter jet got abt half pages",0
"ikno doesdiscount shitinnit",0
"dont know jabo abi",0
"notice driving going slower idiot driving faster maniac",1
"ya sapna aunty manege day hogidhe chinnu weak swalpa black agidhane",0
"good baby",0
"sports type lyk footbl crckt",0
"ma head dey swell oh thanks making day",0
"make fb list",0
"sary just need tim bollox hurt lot tol",0
"happy new year princess",0
"ll text carlos let know hang",0
"don worry easy ingredients",0
"love little pocy bell sorry love",0
"ok omw castor",0
"yar lor raining non stop wan",0
"xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange mobileupd optout qf",1
"mean wif sleeping tot going nap yup send liao picking ard smth lor",0
"tonight yeah",0
"eat fo lunch senor",0
"said right giggle saw possibly person die nvq think",0
"break time come stuff fr",0
"reply win weekly professional sport does tiger woods play send stop end service",1
"maybe reboot ym seen buzz",0
"grinder",0
"polyphonic tone ur mob week just txt pt st tone free txtin tell ur friends tone reply hl info",1
"did",0
"doing list buyers",0
"idea guess ll work hour supposed leave usual figuring shit second",0
"mm entirely sure understood text hey ho weekend",0
"released vday shirts makes half naked instead white underwear",0
"don know watching film computer",0
"thursday",0
"oh phone phoned disconnected",0
"id onluy matters getting offcampus",0
"message free welcome new improved sex dogging club unsubscribe service reply stop msgs",1
"excellent ll riley plans",0
"ew",0
"hi wesley ve",0
"ah lingo let know wot earth finished making",0
"update mths half price orange line rental mins mobileupd optout",1
"imagine life fast searching don worry disturb goodnoon",0
"hm good morning headache",0
"yeah probs night obviously catching speak soon",0
"free unlimited hardcore porn direct mobile txt porn free access hrs chrgd day txt stop exit msg free",1
"sch yar salon boring",0
"lt gt mins stop",0
"lt gt fast approaching wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy day happy independence day happy friendship mother father teachers childrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi wishing raj",0
"joys lifeis waking daywith thoughts somewheresomeone cares tosend warm morning greeting",0
"didn second half message",0
"wat time wan meet later",0
"thank selflessness love plenty",0
"film ill later",0
"dare change ring",0
"bad girl lady",0
"love ya try budget money better babe gary freak knew",0
"don initiate don understand",0
"finished lunch wake",0
"game",0
"got tallent wasting",0
"record night",0
"sir sent email log usc payment portal ll send message explain things home great weekend",0
"gonna let know cos comes bak holiday day coming don text number",0
"jokin lar depends phone father lor",0
"aight lemme know",0
"ready lt gt inches pleasure",0
"ok feel like john lennon",0
"cos darren say considering mah ask",0
"bothering trust answers pls",0
"day crab running sea shore waves came cleared footprints crab crab asked frnd clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship lets dwn gud nyt",0
"aight time want come",0
"slaaaaave summon time don wish come anymore",0
"thats bad",0
"let know changes hrs appendix age range impossible just chill let know hrs",0
"hello yeah ve just got bath need hair ll come yeah",0
"weather",0
"ok friday wait dunno wot hell im gonna weeks slob oh wait",0
"die toot fringe",0
"lol don know awesome phone click delete right want",0
"awesome question cute answer asked boy ur life smiled amp answered fine gudnite",0
"leave topic sorry telling",0
"pls send correct da",0
"happened yo date",0
"webpage available",0
"just woke yeesh late didn fall asleep til lt gt",0
"unsubscribed services tons sexy babes hunks straight phone subscriptions",1
"dear know lt gt th lt gt th birthday loving gopalettan planning small gift day like participate welcome contact admin team details",0
"tomorrow onwards started ah",0
"talking bout early morning noon",0
"fine remember",0
"hi babe jordan im home abroad lonely text wanna chat xxsp visionsms com text stop stopcost",1
"ok buy",0
"sounds good posted",0
"brand new mobile phone agent mob plus loads goodies info just text mat",1
"ok april wait",0
"boy best yo ass quick",0
"ay wana meet sat wkg sat",0
"wait till bus pick",0
"apart told yesterday",0
"ok lor buy wat",0
"somebody andros steal ice",0
"don know did msg recently",0
"shopping mark distract isaiah",0
"mum hope having great day hoping text meets life great day abiola",0
"sense foot penis",0
"okay thought expert",0
"deep sigh miss really surprised haven gone net cafe don miss",0
"thinl role like sachin just standing hit",0
"great trip india bring light just project lucky smile bye abiola",0
"importantly discuss",0
"training process",0
"ok lor ned toa payoh return smth wan send wat",0
"da car park",0
"wish holding tightly making important mean need life",0
"asked anthony dad bf",0
"wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb",0
"going bath ill place key window",0
"lord rings return king store reply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts",1
"dear care just reaching home love lot",0
"staff science nus edu sg phyhcmk teaching pc",0
"emigrated ok maybe bit hopeful",0
"olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore",0
"walked moms right stagwood pass right winterstone left victors hill address lt gt",0
"yo jp hungry like mofo",0
"just creepy crazy",0
"ok din ur msg",0
"pathaya enketa maraikara pa",0
"friend priest",0
"lousy run come half dead hee",0
"said bad dat gals know wat doing",0
"remind hrs",0
"hoping send message rent dont reserves completely gone loan need hoping balance lt gt way till mid march hope pay",0
"hi happy new year dont mean intrude pls let know tuition paid semester semester thanks",0
"hello hun ru way im good dates guy met walkabout far meet soon hows",0
"lol gonna month cashed left lt gt just case collecting week cause announced blog",0
"good luck draw takes place th feb good luck removal send stop customer services",1
"short cute good person dont try prove gud mrng",0
"just haven decided eh",0
"wat time liao got",0
"yes watching footie worried going blow phil neville",0
"wait inside da car park",0
"uncle abbey happy new year abiola",0
"free pa",0
"saying order slippers cos pay returning",0
"stop knowing",0
"good evening roger",0
"small problem auction punj asking tiwary",0
"telling tell treat hi hi hi",0
"st wk free gr tones str wk txt nokia classic nokia tones hit polys nokia poly",1
"coming pick",0
"thats cool liked photos sexy",0
"fuckin believe didnt know thurs pre booked cancelled needs sacked",0
"haha better late way swing",0
"ok finish",0
"lookatme thanks purchase video clip lookatme ve charged think better send video mmsto",1
"ve barred stores life twat orange dungerees came asked wanted decking got punch",0
"messages food",0
"ok going sleep hope meet",0
"let know details fri cos tom fri mentionned chinese thanks",0
"right think",0
"wat doing",0
"ur lecture",0
"sexy sexy cum text im wet warm ready porn fun msg free recd msgs vat cancel text stop",1
"customer place",0
"planned going join company jan don know happen",0
"boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano",0
"haha heard text",0
"ll tomorrow send",0
"shit babe thasa bit messed yeh shudvetold did urgran know neway illspeak moro wen im asleep",0
"oh thats late good night tomorrow iam going sleep night night",0
"cheers tex mecause werebored yeah okden hunny uin wk sat sound likeyour havin gr fun updat countinlots loveme xxxxx",0
"sorry meeting ll later",0
"yo howz girls rang india",0
"yeah worse",0
"tagged friends count friends",0
"long time remember today",0
"havent shopping lor juz arrive",0
"thank better work cause feel used",0
"challenge know",0
"did ur hdd casing cost",0
"mystery solved just opened email sent batch isn sweetie",0
"lucky actually awake noon",0
"nd time tried contact won prize claim just cs stop sms ppm",1
"cheers card time year",0
"ugh hopefully asus ppl dont randomly reformat",0
"haven seen facebook huh lol",0
"mah ll pick tomorrow",0
"otside le come morrow maga",0
"plumbers tape wrench borrow",0
"dear voucher holder claim weeks offer pc ts cs apply",1
"vl bcum difficult",0
"havent waitin usual come sch oredi",0
"meeting da",0
"watch films",0
"does cinema plus drink appeal tomo fr thriller director like mac",0
"size elephant tablets shove um ur ass",0
"people special sight remain special till sight maintain till life ends cr da",0
"parents kidz friends colleagues screaming surprise waiting sofa naked",0
"dunno juz askin cos got card got salon called hair sense tot da cut ur hair",0
"good morning pookie pie lol hope didn wake",0
"maybe woke fucking wouldn problem",0
"happy birthday dear lots love rakhesh nri",0
"nd time tried contact won pound prize claim easy min bt national rate",1
"lt gt going",0
"hi neva worry bout da truth coz truth lead ur heart unique person like deserve sleep tight morning",0
"ur awarded city break win summer shopping spree wk txt store skilgme tscs winawk age perwksub",1
"ur paper today morn aft",0
"lick drop ready use mouth",0
"expect text hope goes tomo",0
"great diddy neighbor comes toothpaste morning",0
"av new number wil use ta",0
"poking man everyday teach canada abi just saying hi",0
"lor change suntec wat time coming",0
"seeing online shop asked",0
"just curious cuz asked",0
"okay lor wah like def wont let haha did say terms conditions",0
"haha yup hopefully lose kg mon hip hop orchard weigh",0
"good working",0
"oh yes ve just little weather ve kind coccooning home",0
"home",0
"phone weirdest auto correct",0
"oops phone died didn know yeah like better",0
"havent mus ask st wat meet lunch den meet lor wan ask da ge st confirm asap",0
"said mind bedroom minute ok sed sexy mood came minuts latr wid cake wife",0
"oh yeah hav great time newquay send postcard look girls im gone know im talkin bout xx",0
"got divorce lol",0
"ur pin",0
"babe got money pick bread milk ll home",0
"want snow just freezing windy",0
"urgent trying contact todays draw shows won prize guaranteed land line claim valid hrs",1
"come mahal bus stop lt decimal gt",0
"don know week going tirunelvai da",0
"baby promise treat bet good care",0
"like hotel dusk game think solve puzzles area thing",0
"thanks ringtone order reference number mobile charged tone arrive customer services",1
"hi love goes day fuck morning woke dropped cell way stairs alright phews miss",0
"pain catch",0
"sorry da thangam mistake",0
"need coz",0
"rose red red blood blood heart heart send tis ur friends including like poor relation need support frnd luvs praying god marry try",0
"ur cash balance currently pounds maximize ur cash send collect msg cc po box tcr",1
"feel like dick sleeping texts facebook messages sup town",0
"plm come da way",0
"guess wants time just watch",0
"height recycling read twice people spend time earning money money spent spending time good morning smiling",0
"yup comin",0
"yes princess toledo",0
"aight text mu ll swing need somebody door",0
"ron say fri leh said ding tai feng make reservations said wait lor",0
"good swimsuit allowed",0
"okay soon best",0
"cute thought friendship necessary share secret ur close frnd watever shared true",0
"ok ve sent da latest version da project",0
"pls accept day begging change number",0
"squeeeeeze christmas hug lik frndshp den hug cute luvd lucky people hate",0
"ok anybody asks abt tel",0
"funny fact teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters just happens",0
"gonna ring weekend wot",0
"track lighters",0
"babe need advice",0
"ll leave ok",0
"come medical college pm forward da",0
"good going",0
"make lasagna vodka",0
"hi kate ring asap xxx",0
"people tour thought doing sofa thing sent curious sugar",0
"told going got drunk",0
"fucking chickened messaged late woould buzz didn hear word",0
"congratulations thanks good friend won xmas prize claim easy just minute bt national rate",1
"looking excuse city",0
"yup having coffee wif frens fren drove ll lift",0
"shore takin bus",0
"gonna deus ex",0
"send email mind lt gt times night",0
"want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply",1
"tap spile seven pub gas st broad st canal ok",0
"ok come pick engin",0
"wanted tell short edge late",0
"raviyog peripherals bhayandar east",0
"actually guys meet sunoco howard right way",0
"moon come color dreams stars make musical sms warm peaceful sleep good night",0
"just finished eating got plate leftovers time",0
"thanx lot",0
"hurry home big butt hang caller food starving don ask cooked",0
"lol right diet everyday cheat meant fatty",0
"great day beautiful",0
"happened interview",0
"badrith chennai surely pick competition",0
"tot group mate lucky havent reply wat time need leave",0
"hey ve got half owe",0
"hey tmr maybe meet yck",0
"alrite sam nic just checkin ur number",0
"just making easy pay lt gt yrs say pay earlier",0
"worry sure ll",0
"gas station like block away house ll drive right armenia ends swann howard",0
"know asked dating service contact guess revealed pobox ls hb",1
"camera awarded sipix digital camera fromm landline delivery days",1
"tuition hm mind",0
"smoking people use wylie smokes justify ruining shit",0
"dear good morning feeling dear",0
"little meds say hours pain took hope don die",0
"beautiful tomorrow comes comes today hunt beautiful tomorrow don waste wonderful today goodmorning",0
"dunno lei decide lor abt leona oops tot ben going msg",0
"hi moved pub great cud come",0
"todays voda numbers ending selected receive award hava match quoting claim code standard rates app",1
"message free welcome new improved sex dogging club unsubscribe service reply stop msgs",1
"just easier",0
"rct thnq adrian text rgds vatian",1
"stop calling saying cancer throat hurts talk answering everyones calls babysitting monday",0
"ll tough ll",0
"im gonnamissu say il send postcard buttheres aboutas chance merememberin asthere ofsi breakin contract luv yaxx",0
"ee msg na poortiyagi odalebeku hanumanji hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee lt gt janarige ivatte kalisidare saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true don neglet",0
"hi darlin finish pick meet text number luv kate xxx",0
"set place heart mind mind easily forgets heart remember wish happy valentines day",0
"surprised guess right lor",0
"okie wan meet bishan cos bishan driving today",0
"hi darlin work did trouble ijust talked mum morning really good time night im goin soon",0
"know serving mean doing",0
"huh hyde park mel ah opps got confused tt best choice den juz",0
"oh gei happend tron maybe ill dl",0
"know girls safe selfish know got pa thank good night",0
"worries hope photo shoot went spiffing fun workage",0
"freezing craving ice fml",0
"kay",0
"eh sorry leh din ur msg sad lar watching tv office",0
"yo im right yo work",0
"ok darlin supose ok just worry film stuff mate babysit xx",0
"don wake checked stuff saw true available spaces pls embassy send mail",0
"nope juz work",0
"huh fast dat means havent finished painting",0
"number live",0
"party days week study lightly think need draw custom checkboxes know hardcore",0
"sac score big set batsman",0
"send yetty number pls",0
"cost approx month",0
"ok theory test going book think coz thought wanna jiayin isnt free",0
"contacted dating service know land line pobox tg",1
"fine knows wants questions",0
"sorry got late start way",0
"urself lor",0
"gas station",0
"bored just come home",0
"babe love covers face kisses",0
"like throw smoking friend car time awesome",0
"checked da",0
"walmart ll stay",0
"haven forgotten couple bucks send tomorrow love ya",0
"oh great ll disturb talk",0
"reverse cheating mathematics",0
"welcome caught using broken english",0
"problem baby good time talk called left message",0
"oh brand",0
"sorry right happens waxsto wat want come ill medical insurance ll able deliver basic care currently shopping right medical insurance just til friday morning thats ll major person guide right insurance",0
"time coming",0
"say coming today ok tell fool like ok",0
"emailed yifeng oredi fr",0
"sure ll understand wine good idea just slurp",0
"minimum walk miles day",0
"ok problem taxi ing tomorrow tuesday tuesday think going cinema",0
"brainless baby doll vehicle sariyag drive madoke barolla",0
"sorry missed let talk time",1
"attend phone",0
"hate didnt accept single messaged",0
"messages phone holding",0
"free",0
"yo trip got postponed stocked",0
"waiting sir",0
"hey doing reply pa",0
"hey elaine today meeting",0
"sorry ve gone place ll tomorrow really sorry",0
"tiime don let hug don break tears",0
"tomorrow going theatre come tell come tomorrow",0
"electricity just went fml",0
"looks like smoke great job",0
"andros ice",0
"good afternon love today hope good maybe interviews wake miss babe passionate kiss sea",0
"yup wun believe wat really neva msg sent shuhui",0
"hows watch resizing",0
"dear umma called",0
"just finished missing plenty",0
"complimentary star ibiza holiday cash needs urgent collection landline lose box sk wp ppm",1
"meant opposed drunken night",0
"book huh going yoga basic sunday",0
"free msg billed mobile number mistake shortcode charges refunded free bt landline",1
"ok",0
"oops mum somerset bit far tomo soon",0
"workin overtime nigpun",0
"kallis dismissial nd test",0
"guess got screwd",0
"immediately urgent message waiting",1
"cooking dinner",0
"bull plan floating ikea care world live mess day",0
"buy",0
"urgent mobile number awarded bonus caller prize land line valid hrs",1
"heehee funny tho",0
"does simple arithmetic percentages",0
"yeah wouldn leave hour sound",0
"thanks honey great day",0
"amazing quote life difficult decide whats wrong lie brings smile truth brings tear",0
"ask dad pick lar wan stay meh",0
"jus chillaxin",0
"hey das cool iknow wellda peril studentfinancial crisis spk",0
"want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply",1
"whats coming hill monster hope great day things going fine busy",0
"joy father john john joy father ans ths hav lt gt iq tis ias question try answer",0
"ill obey",0
"didnt search online let know",0
"need",0
"pic send",0
"uhhhhrmm isnt having tb test bad youre sick",0
"haf enuff space got like mb",0
"life fun great came truly special won forget enjoy gbp sms",1
"want new video phone anytime network mins inclusive video calls downloads week free deltomorrow reply",1
"valued customer pleased advise following recent review mob awarded bonus prize",1
"welcome reply age gender begin",1
"freemsg month unlimited free calls activate smartcall txt subscriptn gbp wk unlimited calls help stop txt stop landlineonly",1
"mobile mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt",1
"new club dont fink met gr leave msg day wiv ur area reply promised carlie calls minmobsmore lkpobox hp fl",1
"true easier",0
"sure parents working tuesday don really need cover story",0
"haha okay today weekend leh",0
"hi darlin did youphone im athome youwanna chat",0
"don know jack shit say ask helpful want pretend did just text response hypotheticalhuagauahahuagahyuhagga",0
"ve brainy",0
"yeah random dude need change info sheets party lt gt study just safe",0
"camera awarded sipix digital camera fromm landline delivery days",1
"christmas occasion celebrated reflection ur values desires affections amp traditions ideal christmas",0
"sending greetings joy happiness gr evening",0
"hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx",0
"india win level series means record",0
"plan",0
"good hear",0
"awesome deal gate charles told night uh yeah",0
"time thinkin goin",0
"free mobile video player free movie collect text free extra films ordered apply yrs",1
"save money wedding lingerie choose superb selection national delivery brought weddingfriend",1
"board working fine issue overheating reslove software inst pending come clock",0
"yes don care cause know",0
"mon okie lor haha best cheap gd food la ex oso okie depends wana eat western chinese food den prefer",0
"sitting ard lor leh busy work",0
"lt gt oh send home sale",0
"sorry mail",0
"ya just telling abt tht incident",0
"yes outside like hours called family wake cause started",0
"ugh just got outta class",0
"nowadays people notixiquating laxinorficated opportunity bambling entropication oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna",0
"need lar jus testing phone card dunno network gd thk waiting sis finish bathing bathe dun disturb liao cleaning ur room",0
"ok ll right later",0
"lunch come quickly open door",0
"heard night just knickers make beg like did time xx luv nikiyu net",1
"bit long cos accident divert wadebridge brilliant weekend thanks speak soon lots love",0
"yan jiu liao sat bugis vill frm den hop parco nb sun cine frm den hop orc mrt hip hop",0
"bloomberg message center wait apply future bloomberg com",1
"seeking lady street freak sheets",0
"phone",0
"haha figures piece priscilla bowl",0
"actually fuck just excuse tampa point january",0
"yay finally lol missed cinema trip week",0
"day working day saturday sunday",0
"heart love mind wisdom eyes dreams amp life frnds alwys touch good night amp sweet dreams",0
"think waiting bus inform",0
"getting time soon",0
"things just quick question",0
"probably come everybody lt gt right",0
"got new year cos yetunde said wanted surprise didnt money returned mid january lt gt day return period ended",0
"ask lot terms mids",0
"sure check yahoo email sent photos yesterday",0
"looking",0
"wherre boytoy",0
"want new video phone anytime network mins text pounds week reply delivery tomorrow",1
"hello love goes day wish fine babe hope job prospects miss boytoy teasing kiss",0
"tell bad character dnt lik ll try change lt gt ll add tat new year resolution waiting ur reply frank good morning",0
"yeah probably earlier",0
"change windows logoff sound",0
"came room",0
"huh got lesson lei thinkin going sch earlier tot parkin kent vale",0
"reach office lt decimal gt amp mobile problem cann voice asa ll free",0
"cool text head",0
"contacted dating service know land line pobox tg",1
"wan win meet greet westlife currently tour unbreakable untamed unkempt text cost std text",1
"happy birthday ur prince charming soon dun work hard",0
"oh grand having bit party doesn mention cover charge probably come served",0
"said went bed sleep",0
"hope arnt pissed id really like tomorrow love xxxxxxxxxxxxxx",0
"bank granite issues strong buy explosive pick members nasdaq symbol cdgt",1
"says lt gt year old man money lt gt waiting check",0
"come ur home",0
"free day finish mon thurs",0
"food",0
"life alle mone eppolum oru pole allalo",0
"nite",0
"fundamentals cool life walk like king walk like dont care king gud nyt",0
"camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year couple weeks",0
"hi petey noi ok just wanted chat coz avent spoken long time hope ur doin alrite good nit js love ya",0
"just saw ron burgundy captaining party boat yeah",0
"money base",0
"guy loving",0
"staff placement training amrita college",0
"chat fact need money raise",0
"job profile like bpo",0
"cos said didn nighters persevered cheap apologise advance just sleep isnt",0
"think actually talk boss morning went place year told car fixed cheaper kept telling today hoped come regretted getting number",0
"willing apps class",0
"hanging brother family",0
"reach telling dont know",0
"hey going quit soon xuhui working till end month",0
"im sorry bout nite wasn ur fault spouse pmt sumthin think shldxxxx",0
"try neva mate",0
"yeah pretty best case scenario",0
"free today haf pick parents tonite",0
"hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon mwen im bk frmcloud",0
"send naughty pix",0
"winner guaranteed caller prize final attempt contact claim ppmpobox bhamb xe",1
"xmas new years eve tickets sale club day till pm thurs fri sat night week selling fast",1
"tyler getting th leave long like hour",0
"prepare pounded night",0
"actually mobile msg doing work online need send lt gt sent msg wil explain later",0
"good evening",0
"home",0
"oic cos sis got lunch today dad went dunno eat sch wat",0
"mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss sea",0
"pleased inform application airtel broadband processed successfully installation happen days",0
"happen dear silent tensed",0
"ll unless guys want come time sooner",0
"coughing",0
"come lt pass lar",0
"person doing sms survey",0
"lol ok ill try send warned sprint dead slow ll prolly tomorrow",0
"thank meet monday",0
"th gower mate man good wales ill morrow wk msg random",0
"rock yr chik filthy films xxx pics yr phone rply filth saristar yt days stop cancel",1
"got like lt gt later feel like",0
"dad wanted talk apartment got late start omw",0
"love",0
"lol feeling sick",0
"din tell jus",0
"eyes philosophy",0
"month upto calls ur standard network charge activate wire net st terms pobox uz cost min mobcudb",1
"ok lor town lei",0
"sabarish asked",0
"da vijay going talk jaya tv",0
"urgent trying contact todays draw shows won prize guaranteed land line claim po box pm",1
"lol know hey did great inpersonation flea forums love",0
"text banneduk cost textoperator ga xxx",1
"chance search hard let try",0
"auction round highest bid maximum bid bid send bids bid good luck",1
"celebrate ny family",0
"know taj mahal symbol love lesser known facts mumtaz shahjahan th wife wifes shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great hari",0
"ok come home vl nice meet chat",0
"collect valentine weekend paris flight hotel prize guaranteed text paris",1
"sent webadres geting salary slip",0
"fine sends greetings",0
"customer loyalty offer new nokia mobile txtauction txt word start ctxt tc mtmsg",1
"dint touch",0
"yup leaving right soon",0
"won believe true incredible txts reply learn truly amazing things blow mind fwd txt",1
"yeah sure ll leave min",0
"teach ship cars",0
"sign maturity start saying big things actually start understanding small things nice evening bslvyl",0
"yeah confirmed staying weekend",0
"said dun haf passport smth like dat juz send email account",0
"multiply numbers independently count decimal points division push decimal places like showed",0
"lovely night wake message hope smile knowing great morning",0
"ard lor",0
"right project twins comin",0
"sent maga money yesterday oh",0
"hot horny willing live local text reply hear strt msg netcollex ltdhelpdesk reply stop end",1
"ride equally uneventful pesky cyclists time night",0
"free nalla adi entey nattil kittum",0
"ve sent wife text buy ll tell just relax wkend",0
"escape theatre going watch kavalan minutes",0
"cost hire hitman",0
"lor",0
"want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply",1
"huh ur house handed right",0
"good morning princess happy new year",0
"congratulations ve won winner august prize draw prize code",1
"aight ll head",0
"wat doing busy wif work",0
"know mood today",0
"jay told",0
"cps causing outages conserve energy",0
"sure just checking happening area",0
"hey morning come ask pa",0
"jordan got voted nite",0
"means got epi fine",0
"idea",0
"pls come quick bare",0
"unable cal lets meet bhaskar deep",0
"ll meet library",0
"roommate wants dubsack friend want plan bringing extra ll tell know sure",0
"depends individual lor hair dresser say pretty parents say look gong kaypoh dunno wat collecting",0
"ok",0
"enjoy watching playing football basketball outdoors",0
"ask macho price range does want new used plus interfued blackberry bold lt gt bb",0
"sorry sent blank msg yup trying studying",0
"hey check da listed da",0
"alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity",1
"meant apology texting drugs lt gt night",0
"means february april ll getting place stay don hustle forth audition season sister moved away harlem",0
"goin workout lor muz lose fats",0
"damn poor zac doesn stand chance",0
"want tel thing mistake message sent",0
"yeah right ll bring tape measure fri",0
"head straight",0
"official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wx",1
"thank princess sexy",0
"oooh got plenty",0
"hui xin da lib",0
"big difference lt gt versus lt gt lt gt hrs",0
"make just stuff happens pushes edge don underdtand sorry sorry life",0
"babe feel lets just try cheer fit soo muchxxlove locaxx",0
"know hook means right",0
"customer service announcement recently tried make delivery unable schedule ref",1
"wat da model num ur phone",0
"really skateboarding despite fact gets thrown winds bandages shit arms minutes",0
"stop club tones replying stop mix tone com enjoy html terms club tones cost gbp week mfl po box mk wt",1
"house sky quite dark liao raining got excuse run rite hee",0
